max,mean,min,std,sum,depto,year
{'LST_1KM': 313.42290076335877},{'LST_1KM': 304.20984611645605},{'LST_1KM': 293.5971739130436},{'LST_1KM': 3.251001869984978},{'LST_1KM': 1386829.4605161222},HN01,2019
{'LST_1KM': 316.9453097345133},{'LST_1KM': 304.4607389710524},{'LST_1KM': 294.706436781609},{'LST_1KM': 3.0138314520203084},{'LST_1KM': 1388049.6425695324},HN01,2020
{'LST_1KM': 313.54929032258065},{'LST_1KM': 304.4030077046102},{'LST_1KM': 292.83469879518066},{'LST_1KM': 3.2313320192703245},{'LST_1KM': 1387855.6799979906},HN01,2021
{'LST_1KM': 317.2828282828283},{'LST_1KM': 303.0734460314275},{'LST_1KM': 291.528510638298},{'LST_1KM': 3.1984369294982535},{'LST_1KM': 1381636.9634882584},HN01,2022
{'LST_1KM': 311.40016260162616},{'LST_1KM': 304.02709208819476},{'LST_1KM': 293.1415909090909},{'LST_1KM': 3.131170533556117},{'LST_1KM': 1386137.0099319844},HN01,2023
{'LST_1KM': 313.94702702702705},{'LST_1KM': 303.36399657257664},{'LST_1KM': 292.15392405063307},{'LST_1KM': 3.0060765539341396},{'LST_1KM': 1383193.4958549552},HN01,2024
{'LST_1KM': 310.82685714285714},{'LST_1KM': 300.52032407672044},{'LST_1KM': 289.62117647058824},{'LST_1KM': 2.94004373163431},{'LST_1KM': 1369835.2767397312},HN01,2025
{'LST_1KM': 315.6112280701755},{'LST_1KM': 304.1303412454483},{'LST_1KM': 292.33245283018863},{'LST_1KM': 3.43918818897308},{'LST_1KM': 2710942.723777622},HN08,2000
{'LST_1KM': 320.8467441860465},{'LST_1KM': 304.2961233661623},{'LST_1KM': 291.4},{'LST_1KM': 3.8854025200226},{'LST_1KM': 2712420.4646437312},HN08,2001
{'LST_1KM': 315.6543859649125},{'LST_1KM': 304.01995848605236},{'LST_1KM': 291.6329113924051},{'LST_1KM': 3.7763919327192594},{'LST_1KM': 2709958.7991314013},HN08,2002
{'LST_1KM': 319.04453781512603},{'LST_1KM': 304.71875286201777},{'LST_1KM': 293.08303030303034},{'LST_1KM': 3.6253253855893397},{'LST_1KM': 2716187.679555441},HN08,2003
{'LST_1KM': 318.52585858585854},{'LST_1KM': 302.6231007679111},{'LST_1KM': 291.6625454545455},{'LST_1KM': 3.7308615890267123},{'LST_1KM': 2697507.5545379147},HN08,2004
{'LST_1KM': 315.73406593406594},{'LST_1KM': 303.4843091231059},{'LST_1KM': 292.13931034482766},{'LST_1KM': 3.4022486434226087},{'LST_1KM': 2705184.153046998},HN08,2005
{'LST_1KM': 317.4142399999999},{'LST_1KM': 303.2785939827909},{'LST_1KM': 291.4614285714285},{'LST_1KM': 3.6848719067505167},{'LST_1KM': 2703350.4591099704},HN08,2006
{'LST_1KM': 316.3690163934426},{'LST_1KM': 302.42073893096904},{'LST_1KM': 291.0724000000001},{'LST_1KM': 3.49147003179972},{'LST_1KM': 2695703.7511186907},HN08,2007
{'LST_1KM': 313.9418867924528},{'LST_1KM': 302.85361519176837},{'LST_1KM': 292.23771428571433},{'LST_1KM': 3.468807984317637},{'LST_1KM': 2699562.303161556},HN08,2008
{'LST_1KM': 320.40884210526315},{'LST_1KM': 303.35088036951305},{'LST_1KM': 291.8174358974358},{'LST_1KM': 3.674643799968178},{'LST_1KM': 2703994.802102222},HN08,2009
{'LST_1KM': 314.3512605042018},{'LST_1KM': 302.7340815571395},{'LST_1KM': 292.5769811320755},{'LST_1KM': 3.451389261859977},{'LST_1KM': 2698496.8098743134},HN08,2010
{'LST_1KM': 321.8949593495935},{'LST_1KM': 302.9729756377533},{'LST_1KM': 291.6086046511627},{'LST_1KM': 3.524047749660189},{'LST_1KM': 2700626.252688014},HN08,2011
{'LST_1KM': 312.5290090090091},{'LST_1KM': 302.1309279488699},{'LST_1KM': 291.30879120879126},{'LST_1KM': 3.4628658497835954},{'LST_1KM': 2693120.447624619},HN08,2012
{'LST_1KM': 319.2853703703703},{'LST_1KM': 303.1348538629423},{'LST_1KM': 291.57214285714286},{'LST_1KM': 3.5814047162954017},{'LST_1KM': 2702069.195193905},HN08,2013
{'LST_1KM': 315.81015384615404},{'LST_1KM': 303.1338512132127},{'LST_1KM': 291.2328205128206},{'LST_1KM': 3.791466709493904},{'LST_1KM': 2702060.257821929},HN08,2014
{'LST_1KM': 316.03298245614025},{'LST_1KM': 304.4349794285688},{'LST_1KM': 292.2222499999999},{'LST_1KM': 3.8380912255256328},{'LST_1KM': 2713658.193278407},HN08,2015
{'LST_1KM': 312.23669724770645},{'LST_1KM': 304.0623844585411},{'LST_1KM': 292.05976190476184},{'LST_1KM': 3.4010274397805236},{'LST_1KM': 2710336.973768455},HN08,2016
{'LST_1KM': 318.36543859649123},{'LST_1KM': 303.3632092012408},{'LST_1KM': 291.78184210526314},{'LST_1KM': 3.3849568749531995},{'LST_1KM': 2704104.698262297},HN08,2017
{'LST_1KM': 317.35127659574476},{'LST_1KM': 303.89900219418166},{'LST_1KM': 292.3355555555555},{'LST_1KM': 3.4866349676405464},{'LST_1KM': 2708880.6246289853},HN08,2018
{'LST_1KM': 319.4269421487604},{'LST_1KM': 305.3818549557719},{'LST_1KM': 292.2952577319588},{'LST_1KM': 3.706947136457617},{'LST_1KM': 2722098.407793942},HN08,2019
{'LST_1KM': 317.91183333333333},{'LST_1KM': 305.4361805817867},{'LST_1KM': 293.6427272727273},{'LST_1KM': 3.3180264258763947},{'LST_1KM': 2722582.6530026123},HN08,2020
{'LST_1KM': 317.10593220338984},{'LST_1KM': 304.0245924376098},{'LST_1KM': 292.0424719101124},{'LST_1KM': 3.4457255132139157},{'LST_1KM': 2710000.1050307257},HN08,2021
{'LST_1KM': 317.302909090909},{'LST_1KM': 303.16342029382037},{'LST_1KM': 291.0222784810126},{'LST_1KM': 3.4223003702247037},{'LST_1KM': 2702323.8293011636},HN08,2022
{'LST_1KM': 314.3450819672131},{'LST_1KM': 303.3386774018531},{'LST_1KM': 292.38239999999996},{'LST_1KM': 3.1645316277222073},{'LST_1KM': 2703886.027863352},HN08,2023
{'LST_1KM': 313.5954237288138},{'LST_1KM': 302.61031664065234},{'LST_1KM': 292.4900000000001},{'LST_1KM': 2.947000786958893},{'LST_1KM': 2697393.5999859613},HN08,2024
{'LST_1KM': 309.7817857142857},{'LST_1KM': 299.64335874924564},{'LST_1KM': 290.0094736842106},{'LST_1KM': 3.26004696572662},{'LST_1KM': 2670946.8703550883},HN08,2025
